510	B519	441
511	B1980	441
512	B1339	441
513	B1340	440
514	B550	439
515	B1183	439
516	B1464	438
517	B1378	438
518	B471	435
519	B1263	434
520	B1207	433
521	B1715	432
522	B490	432
523	B489	431
524	B1349	429
525	B596	428
526	B1676	427
527	B514	427
528	B335	427
529	B1371	427
530	B213	425
531	B961	425
532	B2125	424
533	B864	423
534	B341	423
535	B804	422
536	B1997	419
537	B1479	418
538	B1822	418
539	B1073	415
540	B832	411
541	B327	410
542	B2129	410
543	B483	409
544	B1134	408
545	B2075	407
546	B1775	407
547	B243	407
548	B1247	406
549	B954	406
550	B164	405
551	B542	399
552	B842	398
553	B875	398
554	B952	397
555	B1215	396
556	B763	392
557	B1731	392
558	B1493	392
559	B1902	391
560	B1973	391
561	B1663	391
562	B1174	390
563	B937	390
564	B443	390
565	B1185	390
566	B853	390
567	B1204	389
568	B968	389
569	B1087	388
570	B776	386
571	B1981	386
572	B204	386
573	B658	384
574	B421	384
575	B731	384
576	B199	384
577	B184	384
578	B1033	383
579	B2201	383
580	B549	383
581	B1919	383
582	B1234	382
583	B1744	382
584	B1468	381
585	B874	381
586	B1300	381
587	B949	380
588	B1539	380
589	B116	380
590	B819	379
591	B1018	379
592	B1283	377
593	B487	377
594	B1163	375
595	B1119	374
596	B2186	374
597	B157	374
598	B434	374
599	B2196	373
600	B1109	369
601	B2069	368
602	B1742	367
603	B1003	365
604	B1206	365
605	B1486	365
606	B219	363
607	B1092	362
608	B437	362
609	B628	362
610	B602	362
611	B1331	362
612	B42	361
613	B1296	360
614	B729	360
615	B1545	360
616	B1225	359
617	B746	359
618	B1755	358
619	B775	357
620	B1294	357
621	B835	356
622	B1871	356
623	B496	356
624	B826	356
625	B1682	356
626	B894	355
627	B1261	355
628	B531	354
629	B1240	353
630	B465	352
631	B2055	352
632	B143	352
633	B278	351
634	B2035	351
635	B369	349
636	B749	349
637	B2271	348
638	B766	348
639	B455	347
640	B1610	347
641	B757	347
642	B601	346
643	B1681	346
644	B253	346
645	B1434	345
646	B430	344
647	B1164	344
648	B888	343
649	B705	343
650	B896	342
651	B284	342
652	B1133	342
653	B604	341
654	B626	340
655	B2294	340
656	B86	339
657	B1932	338
658	B1451	338
659	B493	335
660	B564	335
661	B2301	335
662	B930	335
663	B1209	334
664	B1569	333
665	B2543	331
666	B300	331
667	B811	330
668	B661	329
669	B1418	328
670	B1576	328
671	B1795	327
672	B1921	327
673	B1088	327
674	B1195	326
675	B1520	325
676	B1855	325
677	B1101	325
678	B1555	324
679	B700	324
680	B1105	323
681	B2188	322
682	B608	322
683	B1845	322
684	B1463	320
685	B1544	320
686	B1417	320
687	B475	320
688	B472	320
689	B818	320
690	B880	319
691	B256	319
692	B2084	318
693	B1354	318
694	B1051	317
695	B1213	317
696	B1034	316
697	B955	316
698	B1770	315
699	B938	314
700	B106	313
701	B893	312
702	B565	311
703	B2170	311
704	B2177	311
705	B2053	310
706	B1180	310
707	B1062	310
708	B1402	310
709	B1312	310
710	B914	309
711	B1419	308
712	B1169	307
713	B733	306
714	B1328	306
715	B820	305
716	B562	305
717	B1036	304
718	B2340	304
719	B1936	304
720	B101	303
721	B415	301
722	B1052	301
723	B2262	301
724	B323	301
725	B406	300
726	B1444	298
727	B1982	297
728	B1150	296
729	B985	295
730	B1002	294
731	B1540	294
732	B618	294
733	B870	293
734	B1108	293
735	B1811	293
736	B871	290
737	B355	290
738	B200	289
739	B1022	289
740	B1950	289
741	B1373	288
742	B545	288
743	B1216	288
744	B1405	287
745	B158	286
746	B592	285
747	B152	285
748	B597	285
749	B1388	285
750	B1433	283
751	B388	283
752	B1111	282
753	B1148	281
754	B1452	281
755	B1151	280
756	B180	280
757	B368	279
758	B1161	279
759	B2783	279
760	B685	279
761	B2463	278
762	B882	277
763	B817	277
764	B504	276
765	B1687	275
766	B559	274
767	B526	274
768	B1250	274
769	B485	273
770	B2360	273
771	B927	273
772	B377	273
773	B1701	272
774	B1408	271
775	B2091	270
776	B1262	269
777	B72	268
778	B619	267
779	B85	267
780	B922	267
781	B1488	266
782	B235	265
783	B2033	265
784	B2163	265
785	B1298	264
786	B260	264
787	B1819	264
788	B2694	263
789	B971	262
790	B1386	262
791	B1719	262
792	B551	261
793	B1231	261
794	B613	261
795	B748	260
796	B1821	260
797	B2169	260
798	B1541	259
799	B730	259
800	B70	259
801	B1714	259
802	B56	258
803	B476	257
804	B2076	256
805	B851	256
806	B1470	256
807	B918	255
808	B723	255
809	B1095	254
810	B699	254
811	B802	252
812	B261	251
813	B1220	251
814	B1721	249
815	B1217	248
816	B1894	248
817	B1019	248
818	B408	247
819	B2317	247
820	B112	247
821	B2410	247
822	B2013	246
823	B1645	246
824	B1840	246
825	B1149	246
826	B2178	245
827	B2377	245
828	B1038	244
829	B743	244
830	B1878	244
831	B1360	243
832	B2229	243
833	B1219	243
834	B470	243
835	B2220	242
836	B1828	241
837	B230	241
838	B1324	238
839	B1358	238
840	B1908	238
841	B1197	237
842	B655	236
843	B1048	236
844	B986	236
845	B1093	235
846	B1129	235
847	B1728	234
848	B50	234
849	B1211	234
850	B1962	230
851	B1069	229
852	B2176	229
853	B405	228
854	B1662	228
855	B1688	228
856	B469	227
857	B1270	227
858	B1008	226
859	B830	226
860	B838	226
861	B1400	226
862	B1579	226
863	B1900	225
864	B1519	225
865	B2889	225
866	B1691	225
867	B2651	224
868	B352	223
869	B1809	223
870	B147	223
871	B1274	223
872	B1572	222
873	B2080	221
874	B1585	221
875	B1305	220
876	B1896	220
877	B782	219
878	B1075	218
879	B1245	218
880	B1959	218
881	B1693	218
882	B1021	217
883	B2190	217
884	B1708	217
885	B739	216
886	B877	214
887	B1152	214
888	B2019	214
889	B781	212
890	B1938	212
891	B936	212
892	B1232	212
893	B1889	211
894	B1453	210
895	B484	209
896	B2234	209
897	B1246	209
898	B1383	209
899	B1135	208
900	B2111	208
901	B773	208
902	B1432	208
903	B796	207
904	B1313	207
905	B488	206
906	B244	206
907	B1016	206
908	B1565	206
909	B442	205
910	B2442	205
911	B972	205
912	B772	205
913	B1406	205
914	B868	204
915	B214	204
916	B1586	203
917	B353	202
918	B2677	202
919	B2478	202
920	B2205	201
921	B678	200
922	B1489	200
923	B1132	200
924	B2047	199
925	B2079	199
926	B2314	198
927	B698	198
928	B928	198
929	B1524	198
930	B1658	198
931	B1346	197
932	B2136	197
933	B1807	196
934	B190	196
935	B920	195
936	B233	194
937	B236	194
938	B665	194
939	B2202	193
940	B2018	193
941	B1587	193
942	B1655	193
943	B1110	193
944	B458	192
945	B440	192
946	B2440	192
947	B2629	192
948	B1827	191
949	B1391	191
950	B1106	190
951	B2313	190
952	B2425	190
953	B779	190
954	B1446	189
955	B2112	189
956	B428	188
957	B1564	188
958	B2705	188
959	B546	187
960	B647	187
961	B616	187
962	B1430	187
963	B2312	187
964	B1118	186
965	B533	186
966	B1146	185
967	B1141	185
968	B2256	185
969	B1047	184
970	B910	183
971	B1536	183
972	B2227	183
973	B1876	182
974	B1546	182
975	B831	182
976	B1673	182
977	B2009	182
978	B2477	181
979	B57	181
980	B1233	181
981	B1421	181
982	B1284	181
983	B1078	181
984	B1416	180
985	B189	180
986	B1299	179
987	B2143	179
988	B1347	179
989	B1905	178
990	B1275	178
991	B1798	177
992	B2187	177
993	B1852	177
994	B991	176
995	B576	176
996	B1116	176
997	B1661	176
998	B1438	176
999	B1253	175
1000	B301	175
1001	B2333	174
1002	B513	174
1003	B1640	174
1004	B497	173
1005	B2133	173
1006	B2101	173
1007	B1114	172
1008	B2369	172
1009	B1170	171
1010	B1949	171
1011	B2627	171
1012	B911	171
1013	B925	171
1014	B2067	171
1015	B673	170
1016	B2366	170
1017	B438	170
1018	B1945	170
1019	B862	169
1020	B932	169
1021	B1548	169
1022	B1685	168
1023	B1766	168
1024	B1413	168
1025	B1001	168
1026	B606	168
1027	B1930	167
1028	B2456	167
1029	B2247	167
1030	B780	166
1031	B356	166
1032	B1803	166
1033	B2086	166
1034	B1314	166
1035	B789	165
1036	B1436	165
1037	B1229	165
1038	B1581	164
1039	B1460	163
1040	B1823	163
1041	B2338	163
1042	B1830	163
1043	B1343	163
1044	B2453	163
1045	B2834	163
1046	B1933	162
1047	B1290	162
1048	B1302	162
1049	B1613	162
1050	B1516	162
1051	B1642	161
1052	B1084	161
1053	B917	160
1054	B1529	160
1055	B1898	160
1056	B1918	160
1057	B1801	160
1058	B2635	159
1059	B899	159
1060	B926	159
1061	B1202	159
1062	B701	159
1063	B1448	159
1064	B2025	158
1065	B751	158
1066	B1772	158
1067	B2045	158
1068	B1198	157
1069	B463	157
1070	B1004	157
1071	B479	157
1072	B317	156
1073	B622	156
1074	B2402	155
1075	B3260	155
1076	B873	154
1077	B1941	154
1078	B1767	153
1079	B2527	153
1080	B2207	153
1081	B1671	153
1082	B1057	152
1083	B1804	152
1084	B1476	151
1085	B1009	150
1086	B1252	150
1087	B1117	150
1088	B508	150
1089	B2654	149
1090	B1709	149
1091	B1409	149
1092	B1013	149
1093	B1929	148
1094	B1776	148
1095	B123	148
1096	B2787	148
1097	B2123	148
1098	B1259	148
1099	B2559	148
1100	B1154	146
1101	B603	146
1102	B2150	146
1103	B1046	146
1104	B860	146
1105	B2078	146
1106	B1935	146
1107	B137	146
1108	B1081	145
1109	B1733	145
1110	B1928	145
1111	B1014	145
1112	B1487	144
1113	B1126	144
1114	B290	144
1115	B2468	144
1116	B2218	144
1117	B1846	144
1118	B2655	144
1119	B110	143
1120	B2510	143
1121	B2873	143
1122	B1570	143
1123	B921	142
1124	B1522	142
1125	B2309	141
1126	B1053	141
1127	B1125	141
1128	B1920	141
1129	B2238	141
1130	B1695	140
1131	B1533	140
1132	B372	140
1133	B1449	140
1134	B1112	140
1135	B1781	140
1136	B1344	140
1137	B857	139
1138	B605	139
1139	B2973	139
1140	B1497	139
1141	B2085	138
1142	B1835	138
1143	B2295	138
1144	B1961	137
1145	B1528	137
1146	B1806	137
1147	B501	137
1148	B146	136
1149	B2771	136
1150	B1277	136
1151	B2006	136
1152	B532	135
1153	B2011	135
1154	B1639	135
1155	B1389	135
1156	B1147	135
1157	B2359	134
1158	B1718	134
1159	B1361	134
1160	B950	134
1161	B2040	134
1162	B2964	134
1163	B2423	134
1164	B2561	133
1165	B1477	133
1166	B1573	133
1167	B1466	132
1168	B2293	132
1169	B1606	132
1170	B2329	132
1171	B1527	132
1172	B222	132
1173	B1976	131
1174	B840	131
1175	B1880	131
1176	B1241	131
1177	B983	131
1178	B2089	131
1179	B1186	130
1180	B507	130
1181	B2145	130
1182	B2545	130
1183	B555	130
1184	B2200	129
1185	B1515	129
1186	B2411	129
1187	B1272	128
1188	B1158	128
1189	B1720	128
1190	B1210	127
1191	B1142	127
1192	B1256	127
1193	B2778	127
1194	B1330	127
1195	B1176	126
1196	B2542	126
1197	B1351	126
1198	B1994	126
1199	B1443	126
1200	B1679	125
1201	B1480	125
1202	B557	124
1203	B159	124
1204	B2088	124
1205	B1665	124
1206	B270	124
1207	B1083	123
1208	B1559	123
1209	B2208	123
1210	B577	123
1211	B2592	123
1212	B1203	123
1213	B2005	123
1214	B1593	122
1215	B2130	122
1216	B1831	122
1217	B1834	122
1218	B2492	122
1219	B1475	122
1220	B1255	122
1221	B1326	122
1222	B1937	122
1223	B262	121
1224	B1074	121
1225	B1425	121
1226	B482	120
1227	B1526	120
1228	B1553	120
1229	B973	120
1230	B2466	120
1231	B1279	120
1232	B2059	120
1233	B1258	119
1234	B1592	119
1235	B2052	119
1236	B2487	119
1237	B1276	118
1238	B1547	118
1239	B908	118
1240	B2443	118
1241	B2701	118
1242	B60	118
1243	B1911	118
1244	B1578	118
1245	B2724	118
1246	B2556	117
1247	B1173	117
1248	B1683	117
1249	B1423	116
1250	B2265	116
1251	B1182	116
1252	B1940	116
1253	B2257	116
1254	B2850	116
1255	B1127	116
1256	B2348	115
1257	B2110	115
1258	B2221	115
1259	B975	115
1260	B1641	115
1261	B2161	115
1262	B1353	115
1263	B2472	115
1264	B1469	115
1265	B2310	115
1266	B2029	114
1267	B2715	113
1268	B1534	113
1269	B584	113
1270	B2989	113
1271	B2615	113
1272	B1740	113
1273	B2048	112
1274	B1414	112
1275	B1266	112
1276	B978	112
1277	B1942	112
1278	B2626	111
1279	B1979	111
1280	B2408	111
1281	B1758	111
1282	B2524	111
1283	B499	111
1284	B1615	110
1285	B1192	110
1286	B2481	110
1287	B1222	110
1288	B686	110
1289	B2049	110
1290	B111	110
1291	B2068	110
1292	B1927	110
1293	B2124	109
1294	B907	109
1295	B1794	109
1296	B1168	109
1297	B1638	109
1298	B315	109
1299	B786	109
1300	B2034	108
1301	B1498	108
1302	B963	108
1303	B2668	108
1304	B2305	108
1305	B1656	108
1306	B1596	107
1307	B2828	107
1308	B2209	107
1309	B2204	107
1310	B1689	107
1311	B1955	107
1312	B750	107
1313	B2719	107
1314	B2036	107
1315	B2846	106
1316	B1622	106
1317	B2703	106
1318	B2168	106
1319	B2302	106
1320	B1678	106
1321	B582	106
1322	B1706	106
1323	B567	106
1324	B2797	105
1325	B1873	105
1326	B1824	105
1327	B1710	105
1328	B1552	105
1329	B1858	104
1330	B2475	104
1331	B1086	104
1332	B1963	104
1333	B2195	104
1334	B2558	104
1335	B1039	104
1336	B2164	104
1337	B2511	103
1338	B1853	103
1339	B38	103
1340	B1054	103
1341	B2696	103
1342	B2318	103
1343	B1870	103
1344	B1377	102
1345	B1321	102
1346	B2324	102
1347	B1341	101
1348	B2781	101
1349	B1651	101
1350	B2307	101
1351	B2387	100
1352	B1437	100
1353	B1392	100
1354	B1066	100
1355	B538	100
1356	B1739	99
1357	B1235	99
1358	B2021	99
1359	B1993	99
1360	B1815	99
1361	B2482	99
1362	B1643	99
1363	B2838	99
1364	B1139	99
1365	B2041	98
1366	B2622	98
1367	B2056	98
1368	B3303	98
1369	B1756	97
1370	B1329	97
1371	B1697	97
1372	B2087	97
1373	B1060	97
1374	B1055	97
1375	B1549	97
1376	B1461	97
1377	B1459	97
1378	B2093	97
1379	B2121	96
1380	B2776	96
1381	B2772	96
1382	B1238	96
1383	B2022	96
1384	B1554	96
1385	B593	96
1386	B2380	96
1387	B2548	96
1388	B2640	95
1389	B1454	95
1390	B1342	95
1391	B2581	95
1392	B2135	95
1393	B2174	95
1394	B324	95
1395	B1193	95
1396	B2246	95
1397	B1190	94
1398	B1191	94
1399	B1304	94
1400	B1044	94
1401	B1379	94
1402	B824	94
1403	B1050	93
1404	B3049	93
1405	B1090	93
1406	B2277	93
1407	B834	93
1408	B2394	93
1409	B1621	92
1410	B1761	92
1411	B1686	91
1412	B2619	91
1413	B194	91
1414	B1837	91
1415	B2028	91
1416	B2327	91
1417	B2671	91
1418	B2837	91
1419	B2859	90
1420	B1227	90
1421	B1115	90
1422	B1257	89
1423	B365	89
1424	B1646	89
1425	B1609	89
1426	B2950	89
1427	B1922	88
1428	B2486	88
1429	B1934	88
1430	B1082	87
1431	B702	87
1432	B1580	87
1433	B2008	87
1434	B1494	87
1435	B1500	87
1436	B2695	87
1437	B2102	86
1438	B1504	85
1439	B1605	85
1440	B1608	85
1441	B1903	85
1442	B1159	85
1443	B1849	84
1444	B2669	84
1445	B1867	84
1446	B2148	84
1447	B1992	84
1448	B2444	84
1449	B2447	84
1450	B2060	84
1451	B1749	84
1452	B1177	84
1453	B2539	83
1454	B1612	83
1455	B1429	83
1456	B2801	83
1457	B1507	83
1458	B1943	83
1459	B1396	83
1460	B1748	83
1461	B2714	83
1462	B2077	83
1463	B1481	83
1464	B2666	82
1465	B1944	82
1466	B1184	82
1467	B1998	82
1468	B1864	82
1469	B1130	82
1470	B2156	82
1471	B2370	82
1472	B1113	82
1473	B3350	81
1474	B2919	81
1475	B2908	81
1476	B1333	81
1477	B1031	81
1478	B2437	81
1479	B1431	81
1480	B1196	80
1481	B1925	80
1482	B2274	80
1483	B1602	80
1484	B2807	80
1485	B2181	80
1486	B861	80
1487	B2379	80
1488	B1239	80
1489	B238	79
1490	B1399	79
1491	B2550	79
1492	B2616	79
1493	B1954	79
1494	B1778	79
1495	B2306	79
1496	B2144	79
1497	B2848	78
1498	B3029	78
1499	B2388	78
1500	B1435	78
1501	B1907	78
1502	B1738	78
1503	B2368	77
1504	B2530	77
1505	B3050	77
1506	B1897	77
1507	B1664	77
1508	B828	77
1509	B467	77
1510	B1879	77
1511	B942	77
1512	B1810	77
1513	B1782	77
1514	B1356	77
1515	B3085	77
1516	B1583	76
1517	B2813	76
1518	B2577	76
1519	B2681	76
1520	B2770	76
1521	B1711	76
1522	B1589	76
1523	B821	76
1524	B1865	76
1525	B2264	76
1526	B1703	76
1527	B1712	75
1528	B2322	75
1529	B1511	75
1530	B1859	75
1531	B1652	75
1532	B2266	75
1533	B2607	75
1534	B2537	75
1535	B1888	75
1536	B2693	75
1537	B227	75
1538	B570	74
1539	B1427	74
1540	B2958	74
1541	B600	74
1542	B1604	74
1543	B1199	74
1544	B2785	74
1545	B3261	74
1546	B2589	73
1547	B2316	73
1548	B1490	73
1549	B1952	73
1550	B1100	73
1551	B1376	73
1552	B977	73
1553	B2015	73
1554	B1707	73
1555	B2489	73
1556	B3433	73
1557	B1484	72
1558	B2526	72
1559	B2580	72
1560	B659	72
1561	B1335	72
1562	B521	72
1563	B1747	71
1564	B1323	71
1565	B2509	71
1566	B2766	71
1567	B1357	71
1568	B1914	71
1569	B3005	71
1570	B1713	71
1571	B1958	71
1572	B984	70
1573	B2653	70
1574	B1244	70
1575	B1359	70
1576	B2349	70
1577	B1788	70
1578	B2114	70
1579	B2780	70
1580	B2251	70
1581	B2920	70
1582	B2614	69
1583	B1672	69
1584	B2270	69
1585	B1625	69
1586	B2922	69
1587	B1350	69
1588	B1394	69
1589	B3114	69
1590	B1267	69
1591	B1557	69
1592	B1848	68
1593	B522	68
1594	B2819	68
1595	B1020	68
1596	B1338	68
1597	B1796	68
1598	B2591	68
1599	B1677	68
1600	B3048	68
1601	B1049	67
1602	B2683	67
1603	B1887	67
1604	B2070	66
1605	B3715	66
1606	B2450	66
1607	B2844	66
1608	B1906	66
1609	B2504	66
1610	B2446	66
1611	B2516	66
1612	B1607	66
1613	B1187	66
1614	B1535	66
1615	B2206	65
1616	B2342	65
1617	B1841	65
1618	B583	65
1619	B2529	65
1620	B1753	65
1621	B3121	65
1622	B2552	65
1623	B849	65
1624	B3177	65
1625	B1648	64
1626	B2057	64
1627	B825	64
1628	B2226	64
1629	B1760	64
1630	B2197	64
1631	B1107	64
1632	B2428	64
1633	B2816	64
1634	B2500	63
1635	B2430	63
1636	B2934	63
1637	B2347	63
1638	B1478	63
1639	B1985	63
1640	B1269	63
1641	B2299	63
1642	B1243	63
1643	B792	63
1644	B2457	63
1645	B2376	63
1646	B1024	63
1647	B1620	63
1648	B2923	63
1649	B1784	63
1650	B989	63
1651	B1501	63
1652	B2212	63
1653	B2976	62
1654	B1951	62
1655	B2137	62
1656	B2847	62
1657	B3408	62
1658	B2373	62
1659	B539	62
1660	B3249	62
1661	B2149	62
1662	B3040	62
1663	B1145	62
1664	B2147	62
1665	B902	61
1666	B2562	61
1667	B2383	61
1668	B572	61
1669	B2471	61
1670	B1802	61
1671	B2588	61
1672	B1591	61
1673	B2760	60
1674	B2680	60
1675	B3247	60
1676	B2311	60
1677	B2350	59
1678	B3022	59
1679	B509	59
1680	B1861	59
1681	B2339	59
1682	B1786	59
1683	B3110	59
1684	B2665	59
1685	B2574	59
1686	B2549	59
1687	B1560	59
1688	B1684	59
1689	B1311	59
1690	B2046	58
1691	B2864	58
1692	B1780	58
1693	B2199	58
1694	B3106	58
1695	B1644	58
1696	B3079	58
1697	B2505	57
1698	B1318	57
1699	B2062	57
1700	B1104	57
1701	B2418	57
1702	B1281	57
1703	B2968	57
1704	B1716	57
1705	B1750	57
1706	B1214	56
1707	B554	56
1708	B2395	56
1709	B1440	56
1710	B2431	56
1711	B2567	56
1712	B1550	56
1713	B2805	56
1714	B1754	56
1715	B1724	56
1716	B3457	56
1717	B1783	56
1718	B2213	56
1719	B594	56
1720	B1725	56
1721	B822	56
1722	B1600	56
1723	B1699	55
1724	B2328	55
